id	filename	md5	size	state
0069cea6-ac68-458f-8a72-2c32d6ba0c21	TCGA-BRCA.aff7ebf5-e7ff-4932-972f-758e23aedf4b.gene_level_copy_number.tsv	35296c6ca66567119ce760d46a214ab3	3483837	validated
02420fd2-3569-4ff8-9468-bec28ace22a9	TCGA-BRCA.9221bace-db00-4adc-ac61-aa064672c1ad.gene_level_copy_number.tsv	85f1d963dee4d814dc4c844271d9241b	3483360	validated
04843a00-9233-4936-93eb-8b77ba4a9453	TCGA-BRCA.7e96d825-cf43-4caa-b6be-9a972e9295f3.gene_level_copy_number.tsv	b22709d92861b8f10a81000f9f18a989	3487831	validated
095b7c50-7560-44b5-844f-2199d970fabd	TCGA-BRCA.c642e766-98e7-4ea8-907a-8390e7425df2.gene_level_copy_number.tsv	9bfbabe1cdaceb4769a3bcc85306396c	3482150	validated
15835a3e-dd5e-4c15-a5da-3e8813e9a3f8	TCGA-BRCA.55a8c247-5d96-4f48-9fd6-a18f75e9dc32.gene_level_copy_number.tsv	1760d5c5a52216443851dceb199bb3cd	3482108	validated
1b5392b4-8b25-4781-824d-ba28f341123d	TCGA-BRCA.2b2b809a-ad8d-42c1-baf9-39886ab3d8b1.gene_level_copy_number.tsv	f96dd8e73c16ebf5b35328bd1907de42	3488991	validated
25b85378-73b8-484d-9319-3cc689046424	TCGA-BRCA.d986386e-b0cc-46f5-a9dc-8e0c58178f4a.gene_level_copy_number.tsv	344bc6e3f7b72b0deb203a397d54f089	3484203	validated
274736a8-e940-4831-bc84-a06d8ae1e190	TCGA-BRCA.76537c73-9c3f-44db-bc92-10957f72d425.gene_level_copy_number.tsv	be0c04458e2a7699e067a9a395217725	3485691	validated
2bcc9c11-bd39-4089-a6a6-8bcc4e3b74f9	TCGA-BRCA.e1551e9a-dffe-4810-9836-3567199c4092.gene_level_copy_number.tsv	8eadff2970d55cb41f03ddfe7b625f82	3482316	validated
2e9fe432-3203-472f-8d9f-0888f6232d25	TCGA-BRCA.9687f34c-0460-4fef-b5ba-d7ec23013f4d.gene_level_copy_number.tsv	05ed7fe7db7f2d54d44fd23fc8ebc57a	3482301	validated
31632df1-5332-4ab3-be79-cf68cd9e0dda	TCGA-BRCA.88bb74ad-b634-48d4-a342-83850d37069a.gene_level_copy_number.tsv	2e1a2ca66d38bcca77630d14144b9f10	3483184	validated
392de5bc-59fa-4909-b437-ce101f9dfe43	TCGA-BRCA.aabd1bd8-a5fc-44fd-8a1c-300fbab3032f.gene_level_copy_number.tsv	abdcb8e0fcf9d2aea1807a427cadf40c	3482266	validated
39b0f441-46a7-4ebd-83e2-3c810231439a	TCGA-BRCA.c2ab364e-16f8-47de-a506-35ec95fcd29d.gene_level_copy_number.tsv	a4e89be746ab15a1408afae71fdb5f15	3483873	validated
3bc4b9bd-3e46-4a2b-92be-af88b95a0288	TCGA-BRCA.ce3297a5-e5d6-4abb-a771-4a5d8c4da516.gene_level_copy_number.tsv	2ee8aad4892afe27323fd25558535273	3487061	validated
3f7b9e58-cbc2-4a3b-9b7e-12d54683bb5c	TCGA-BRCA.eedb1e37-42d4-42d9-987f-e52dee3150e2.gene_level_copy_number.tsv	132117ae6412dfb61cb45c7fff4d67c8	3482399	validated
46ca3e72-d049-436d-93e0-ca97cb6167ef	TCGA-BRCA.98f36ce5-e678-4356-a0e9-f2daf679f1f1.gene_level_copy_number.tsv	d20056cbb0f1b8baa71bd0a6d98ad46d	3482230	validated
470b3b20-1e2b-4202-b2f9-cd94cae1878d	TCGA-BRCA.defdce72-fa52-4bbc-8f34-b3e9e1c3f12d.gene_level_copy_number.tsv	8dbfb60df4c62fb0b2633efabc8d39a3	3482406	validated
4bda8a5d-f180-4d01-8f03-ed6062f520ae	TCGA-BRCA.c6914b68-40d4-4f98-ae22-92a713b29df3.gene_level_copy_number.tsv	49a5e28062ad986582b74dc457893364	3483775	validated
5038a880-f906-4014-897d-b0e00577c654	TCGA-BRCA.7bed3841-5a16-43fc-8b2b-4e0aa0b89f1e.gene_level_copy_number.tsv	956958e2e79d84fa24b80c8cc06c83fa	3487707	validated
5ac24c31-ff82-4f64-ad93-1aa388d3e707	TCGA-BRCA.9817a432-9c60-42d5-928e-531e3fd480dd.gene_level_copy_number.tsv	3e59cd15909abcf413d5f69a09172cef	3482568	validated
634b5a88-c836-41c2-83da-f6355c153cc8	TCGA-BRCA.ee9ecf8c-e528-40b6-a196-eb1f2689a397.gene_level_copy_number.tsv	4fb94ba3de68fee82f2362ef9cf702f0	3486567	validated
662d6b8c-7694-4a9f-b717-df43cb34513b	TCGA-BRCA.684a637d-c0a0-471a-86d0-1e19aff9f17e.gene_level_copy_number.tsv	38dacbf1e2ba575dcf0e74d995609af6	3483726	validated
688b709d-5f65-46f1-9a91-ed8aaa58fe0c	TCGA-BRCA.df947eb4-659d-46a6-95e1-fcc0d471a17c.gene_level_copy_number.tsv	40c0e06614f0c19e211be0043d0b86cf	3482227	validated
6f2fd765-7823-4f1b-b156-d1c5a321fe45	TCGA-BRCA.9c593bef-cf0b-42a4-9cb1-02d9d13b16dd.gene_level_copy_number.tsv	4942450fd67869f5fd66907473507666	3482163	validated
70e31609-445f-4f13-9161-88ccaa7fa417	TCGA-BRCA.1427907e-73c9-42c0-ab7b-64cd9b64d874.gene_level_copy_number.tsv	a760eb841c798fbdc96563e7ffc62d30	3482473	validated
7505a789-4170-49c5-9e69-7f3d9cce809b	TCGA-BRCA.cc9ee06d-27bf-4038-bbcd-c95693b96321.gene_level_copy_number.tsv	48206d0dca9cb84aa886ccdfe9bf9c21	3482245	validated
7c9f1c11-3822-4d97-ab29-02d6a277fce1	TCGA-BRCA.3aa8422d-7f10-4aba-b6c6-80975f4850c5.gene_level_copy_number.tsv	86b75a51838ba4974d8df6e0b842aea8	3482124	validated
7cdc230a-70f7-40e2-acbe-4a2b16d2364b	TCGA-BRCA.579b5e2f-f3c6-48b6-8769-4950ac5c6abb.gene_level_copy_number.tsv	7f07c3fc829ec7f98fe06c656ed50f9c	3482248	validated
